Bangla,Chatgaya
"মেসি অনেক ভালো খেলে, তিনি গতবার বিশ্বকাপ জিতেছিলেন","মেসি বৌত ভালা খেলে, ইবে গতবার বিশ্বকাপ জিইত্তিল"
আমার চাচারা আমাদের দেখে হিংসা করে,আঁর চাচা অক্কল আঁরারে দেহি হিংসে গরে
"তোমার সঙ্গে কথা বললে সময় যে কখন চলে যায়, বুঝতেই পারি না","তোঁয়ার লগে হতা হইলি সময় যে হত্তে চলি যায়, বুঝিতই ন পারি"
"সবকিছুর দাম বেশি, সেজন্য এক কেজি আলু নিয়ে চলে এলাম","বিয়াক কিছুর দাম বেশি, এতেল্লে এক কেজি আলু লই চলি আইস্যি"
"আমার অর্ধেক কাজ শেষ হয়ে গেছে, বাকি অর্ধেক পরে করব","আঁর অদ্ধক হাজ শেষ অই গেইয়্যি, বাকি অদ্ধক পরে গইজ্জুম"
"এখন দিনকাল ভালো না, বাইরে বের হবি না","এহন দিনহাল ভালা ন, বাদ্দি বাইর ন অইস"
"বন্ধু, ভাবির হাতের রান্না তো সেই মজা","বন্ধু, ভাবির আতোর রান্না তো সেই মজা"
"তুমি অনেক দুষ্টু আছো, তোমাকে আমার ভাল লেগেছে","তুঁই বৌত জারগো আছো, তোঁয়ারে আত্তুন ভালা লেইজ্ঞি"
"এমনি বলে যাচ্ছি আর কী, কে শোনে কার কথা","এনে হই যাইর এরি, হনে উনে হার হতা"
সে কোথায় গেছে সেটা কি তুমি জানো?,ইতে হনডে গেইয়্যি ইয়েন কি তুঁই জানো?
বাড়ির কাজ না করলে ম্যাম আসলে বকা দেবে,বারির হাজ ন গরিলি ম্যাম আইলি বকা দিবু
তুর মাকে বলিস এবার আমাদেরকে কিছু আম দিতে,তুর মারে হইস এবার আঁরারে কিছু আম দিতো
বাতাসের কারনে আম গাছের আমগুলো সব উঠানে পড়ে গেছে,বাতাসোর হারনে আম গাছোর আম এগুন বিয়াক উডোনোত পরি গেইয়্যি
"মুরগির পাগুলো আনিয়েন না, ওগুলো রেডি করা ঝামেলা","কুরোর টেং এগিন ন আইন্নুন, এগিন রেডি গরন ঝামিলে"
এর থেকে কমে বিক্রি করলে আমাদের আর ব্যবসা করা হবে না,ইয়াত্তুন হমে বেছিলি আরাত্তুন আর ব্যবসা গরন ন অইবু
সাদা রঙের পাঞ্জাবিতে শুধু দাগ লেগে যায়,সাদা রঙুর পাঞ্জাবিত উধো দাগ লাগি যায়
আমি যদি ছেলে হতাম তাহলে অনেক কিছু করতে পারতাম,আঁই যদি মরতফুওয়া অইতাম তইলি বৌত কিছু গরিত ফাইত্তাম
"আপনি একসময় অনেক ভালো ছিলেন, এখন খারাপ হয়ে গেছেন","অঁনে একসময় বৌত ভালা আছিলেন, এহন হারাপ অই গেইয়্যুন"
