Chatgaya,Bangla
বারির হাজ ন গরিলি ম্যাম আইলি বকা দিবু,বাড়ির কাজ না করলে ম্যাম আসলে বকা দেবে
তুর মারে হইস এবার আঁরারে কিছু আম দিতো,তুর মাকে বলিস এবার আমাদেরকে কিছু আম দিতে
বাতাসোর হারনে আম গাছোর আম এগুন বিয়াক উডোনোত পরি গেইয়্যি,বাতাসের কারনে আম গাছের আমগুলো সব উঠানে পড়ে গেছে
"কুরোর টেং এগিন ন আইন্নুন, এগিন রেডি গরন ঝামিলে","মুরগির পাগুলো আনিয়েন না, ওগুলো রেডি করা ঝামেলা"
ইয়াত্তুন হমে বেছিলি আরাত্তুন আর ব্যবসা গরন ন অইবু,এর থেকে কমে বিক্রি করলে আমাদের আর ব্যবসা করা হবে না
সাদা রঙুর পাঞ্জাবিত উধো দাগ লাগি যায়,সাদা রঙের পাঞ্জাবিতে শুধু দাগ লেগে যায়
আঁই যদি মরতফুওয়া অইতাম তইলি বৌত কিছু গরিত ফাইত্তাম,আমি যদি ছেলে হতাম তাহলে অনেক কিছু করতে পারতাম
আঁই বেইন্নে তারাতারি উডি,আমি সকালে তাড়াতাড়ি উঠি
"রফিক সাব কেন আছে? বৌতদিন ইবের লগে দেহা ন আই, আত্তোন চিন্তে লাগের এহন","রফিক সাহেব কেমন আছেন? অনেকদিন তাঁর সাথে দেখা হয় নাই, আমার চিন্তা হচ্ছে এখন"
"সরি বদ্দা, আর হম ন অইবু","সরি ভাই, আর কম হবে না"
"ধইন্যবাদ, আবার আইস্যুন","ধন্যবাদ, আবার আসবেন"
"অঁনে আঁর ফুরন কাস্টোমার, এতেল্লে দাম বেশি হইতাম নো","আপনি আমার পুরোনো কাস্টমার, তাই দাম বেশি বলব না"
"আজিয়ে মেমান আইয়্যির, বাজারোত্তুন গরু গোস্ত আর ইছে মাছ আনো","আজকে মেহমান আসছে, বাজার থেকে গরুর মাংস আর চিংড়ি মাছ নিয়ে আসো"
তোঁয়ারে আঁই বারবার মানা গইজ্জিলাম যে বৃষ্টিত ন ভিজতু,তোমাকে আমি বারবার বারণ করেছিলাম যে বৃষ্টিতে না ভিজতে
আস্তে আস্তে আঁরা এব্বেরে শেষুর দিকে চলি আইসসি,আস্তে আস্তে আমরা একদম শেষের দিকে চলে আসছি
আঁই আজিয়ে রিয়াজ উদ্দিন বাজারোত্তুন বিয়াক লই আসসুম,আমি আজকে রিয়াজ উদ্দিন বাজার থেকে সব নিয়ে আসব
বিয়াক হর তোঁয়াত্তুন ধোয়ন পরিবো,সব কাপড় তোমাকে ধুতে হবে
শীতহাল যাইরে এহন গরমহাল চলি আইস্যি,শীতকাল গিয়ে এখন গরমকাল চলে আসছে
